rodada,data,mandante,visitante,vencedor,mandante_gols,visitante_gols
28,2006-10-08,Internacional,Sao Caetano,Internacional,1,0
28,2006-10-08,Goias,Corinthians,Goias,3,1
28,2006-10-08,Santos,Gremio,Santos,1,0
28,2006-10-08,Figueirense,Botafogo-RJ,Figueirense,1,0
29,2006-10-14,Cruzeiro,Fortaleza,-,0,0
29,2006-10-14,Sao Paulo,Juventude,Sao Paulo,5,0
29,2006-10-14,Botafogo-RJ,Santos,Botafogo-RJ,4,3
29,2006-10-14,Sao Caetano,Gremio,Gremio,0,2
29,2006-10-15,Parana,Goias,Parana,1,0
29,2006-10-15,Flamengo,Corinthians,Flamengo,3,0
29,2006-10-15,Internacional,Fluminense,Internacional,2,0
29,2006-10-15,Figueirense,Ponte Preta,Figueirense,2,1
29,2006-10-15,Palmeiras,Athletico-PR,-,2,2
29,2006-10-15,Santa Cruz,Vasco,Vasco,0,4
30,2006-10-18,Vasco,Palmeiras,Vasco,3,0
30,2006-10-21,Goias,Santa Cruz,Goias,5,3
30,2006-10-21,Santos,Figueirense,Santos,2,1
30,2006-10-21,Ponte Preta,Internacional,Internacional,0,2
30,2006-10-22,Gremio,Sao Paulo,-,1,1
30,2006-10-22,Parana,Flamengo,Flamengo,0,2
30,2006-10-22,Fortaleza,Athletico-PR,Athletico-PR,3,4
30,2006-10-22,Corinthians,Cruzeiro,Corinthians,1,0
30,2006-10-22,Botafogo-RJ,Sao Caetano,Botafogo-RJ,2,1
30,2006-10-22,Juventude,Fluminense,-,1,1
31,2006-10-25,Corinthians,Palmeiras,Corinthians,1,0
31,2006-10-26,Vasco,Flamengo,Vasco,3,1
31,2006-10-26,Fluminense,Gremio,Gremio,1,2
31,2006-10-26,Internacional,Juventude,Internacional,1,0
31,2006-10-26,Santa Cruz,Fortaleza,Fortaleza,0,1
31,2006-10-28,Athletico-PR,Parana,Athletico-PR,4,0
31,2006-10-28,Figueirense,Sao Paulo,Sao Paulo,0,2
31,2006-10-28,Ponte Preta,Botafogo-RJ,Botafogo-RJ,1,2
31,2006-10-28,Goias,Cruzeiro,Cruzeiro,2,3
31,2006-10-28,Santos,Sao Caetano,Santos,1,0
32,2006-11-01,Athletico-PR,Vasco,Athletico-PR,6,4
32,2006-11-01,Palmeiras,Goias,Goias,1,3
32,2006-11-01,Flamengo,Santa Cruz,-,1,1
32,2006-11-01,Gremio,Figueirense,Figueirense,1,2
32,2006-11-01,Fortaleza,Corinthians,Corinthians,0,4
32,2006-11-01,Juventude,Santos,Juventude,3,2
32,2006-11-01,Sao Caetano,Fluminense,-,1,1
32,2006-11-02,Botafogo-RJ,Internacional,Internacional,0,1
32,2006-11-02,Sao Paulo,Ponte Preta,-,1,1
32,2006-11-02,Cruzeiro,Parana,-,2,2
33,2006-11-04,Figueirense,Juventude,Figueirense,1,0
33,2006-11-04,Flamengo,Athletico-PR,Flamengo,1,0
33,2006-11-05,Cruzeiro,Vasco,Cruzeiro,2,1
33,2006-11-05,Santos,Sao Paulo,Sao Paulo,0,1
33,2006-11-05,Ponte Preta,Sao Caetano,Sao Caetano,1,2
33,2006-11-05,Gremio,Internacional,Internacional,0,1
33,2006-11-05,Fortaleza,Goias,Goias,0,3
33,2006-11-05,Corinthians,Santa Cruz,Corinthians,1,0
33,2006-11-05,Botafogo-RJ,Fluminense,Botafogo-RJ,2,1
33,2006-11-05,Parana,Palmeiras,Parana,4,2
34,2006-11-08,Vasco,Parana,Vasco,3,1
34,2006-11-08,Sao Caetano,Figueirense,Sao Caetano,3,1
34,2006-11-08,Juventude,Gremio,Gremio,1,2
34,2006-11-08,Palmeiras,Fortaleza,Palmeiras,3,0
34,2006-11-08,Internacional,Santos,-,0,0
34,2006-11-08,Athletico-PR,Corinthians,Corinthians,1,2
34,2006-11-08,Goias,Flamengo,Flamengo,0,1
34,2006-11-09,Fluminense,Ponte Preta,-,0,0
34,2006-11-09,Sao Paulo,Botafogo-RJ,Sao Paulo,3,0
34,2006-11-09,Santa Cruz,Cruzeiro,Santa Cruz,4,1
35,2006-11-11,Santos,Parana,Santos,1,0
35,2006-11-11,Internacional,Fortaleza,Internacional,3,0
35,2006-11-11,Vasco,Juventude,-,1,1
35,2006-11-12,Fluminense,Cruzeiro,Fluminense,1,0
35,2006-11-12,Figueirense,Corinthians,-,0,0
35,2006-11-12,Ponte Preta,Flamengo,Ponte Preta,3,0
35,2006-11-12,Goias,Sao Paulo,Sao Paulo,0,2
35,2006-11-12,Athletico-PR,Gremio,Gremio,2,3
35,2006-11-12,Palmeiras,Botafogo-RJ,Palmeiras,2,1
35,2006-11-12,Santa Cruz,Sao Caetano,Sao Caetano,0,3
36,2006-11-18,Gremio,Santa Cruz,Gremio,3,1
36,2006-11-18,Flamengo,Figueirense,Figueirense,0,2
36,2006-11-18,Corinthians,Fluminense,-,1,1
36,2006-11-19,Parana,Internacional,Parana,1,0
36,2006-11-19,Sao Caetano,Vasco,Vasco,0,1
36,2006-11-19,Juventude,Palmeiras,Juventude,3,2
36,2006-11-19,Sao Paulo,Athletico-PR,-,1,1
36,2006-11-19,Botafogo-RJ,Goias,-,2,2
36,2006-11-19,Cruzeiro,Santos,-,1,1
36,2006-11-19,Fortaleza,Ponte Preta,Fortaleza,1,0
37,2006-11-26,Botafogo-RJ,Corinthians,-,0,0
37,2006-11-26,Juventude,Fortaleza,-,2,2
37,2006-11-26,Gremio,Flamengo,Gremio,3,0
37,2006-11-26,Athletico-PR,Figueirense,Figueirense,1,4
37,2006-11-26,Sao Caetano,Parana,Parana,0,2
37,2006-11-26,Vasco,Santos,-,1,1
37,2006-11-26,Goias,Ponte Preta,Goias,3,0
37,2006-11-26,Sao Paulo,Cruzeiro,Sao Paulo,2,0
37,2006-11-26,Santa Cruz,Fluminense,Fluminense,1,2
37,2006-11-26,Palmeiras,Internacional,Internacional,1,4
38,2006-12-02,Internacional,Goias,Goias,1,4
38,2006-12-02,Flamengo,Sao Caetano,Flamengo,4,1
38,2006-12-03,Fluminense,Palmeiras,-,1,1
38,2006-12-03,Parana,Sao Paulo,-,0,0
38,2006-12-03,Figueirense,Vasco,-,0,0
38,2006-12-03,Cruzeiro,Botafogo-RJ,Cruzeiro,3,1
38,2006-12-03,Ponte Preta,Athletico-PR,-,1,1
38,2006-12-03,Corinthians,Juventude,Corinthians,5,3
38,2006-12-03,Fortaleza,Gremio,Fortaleza,1,0
38,2006-12-03,Santos,Santa Cruz,Santos,3,1
1,2007-05-12,Figueirense,Athletico-PR,Athletico-PR,3,6
1,2007-05-12,Sao Paulo,Goias,Sao Paulo,2,0
1,2007-05-12,Fluminense,Cruzeiro,-,2,2
1,2007-05-13,Flamengo,Palmeiras,Palmeiras,2,4
1,2007-05-13,Internacional,Botafogo-RJ,Botafogo-RJ,2,3
1,2007-05-13,Parana,Gremio,Parana,3,0
1,2007-05-13,Atletico-MG,Nautico,Atletico-MG,2,1
1,2007-05-13,Corinthians,Juventude,Corinthians,1,0
1,2007-05-13,America-RN,Vasco,Vasco,0,1
1,2007-05-13,Sport,Santos,Sport,4,1
2,2007-05-19,Juventude,Parana,Parana,1,2
2,2007-05-19,Athletico-PR,Internacional,Athletico-PR,2,1
2,2007-05-19,Santos,America-RN,America-RN,2,3
2,2007-05-20,Cruzeiro,Corinthians,Corinthians,0,3
2,2007-05-20,Goias,Flamengo,Flamengo,1,3
2,2007-05-20,Palmeiras,Figueirense,Palmeiras,2,1
2,2007-05-20,Botafogo-RJ,Atletico-MG,Botafogo-RJ,2,1
2,2007-05-20,Gremio,Fluminense,Gremio,2,0
2,2007-05-20,Nautico,Sao Paulo,Nautico,1,0
2,2007-05-20,Vasco,Sport,Vasco,3,1
3,2007-05-26,America-RN,Figueirense,Figueirense,0,1
3,2007-05-26,Corinthians,Atletico-MG,-,0,0
3,2007-05-26,Fluminense,Internacional,Fluminense,3,0
3,2007-05-27,Sao Paulo,Palmeiras,-,0,0
3,2007-05-27,Athletico-PR,Santos,Santos,0,1
3,2007-05-27,Gremio,Sport,Gremio,1,0
3,2007-05-27,Nautico,Vasco,-,2,2
3,2007-05-27,Cruzeiro,Parana,Parana,3,4
3,2007-05-27,Goias,Juventude,Goias,3,1
3,2007-05-27,Flamengo,Botafogo-RJ,-,2,2
4,2007-06-02,Atletico-MG,Athletico-PR,-,1,1
4,2007-06-02,Botafogo-RJ,Gremio,Botafogo-RJ,3,0
4,2007-06-02,Figueirense,Goias,Figueirense,2,1
4,2007-06-03,Santos,Corinthians,-,1,1
4,2007-06-03,Palmeiras,Cruzeiro,Cruzeiro,1,3
4,2007-06-03,Juventude,America-RN,Juventude,3,0
4,2007-06-03,Sport,Flamengo,-,2,2
4,2007-06-03,Parana,Sao Paulo,Sao Paulo,0,1
4,2007-06-03,Vasco,Fluminense,-,1,1
4,2007-06-04,Internacional,Nautico,Internacional,2,0
5,2007-06-09,Palmeiras,Botafogo-RJ,-,1,1
5,2007-06-09,Nautico,Parana,-,4,4
5,2007-06-09,Vasco,Gremio,Vasco,4,0
5,2007-06-10,Figueirense,Flamengo,Figueirense,4,0
5,2007-06-10,Fluminense,Sport,Fluminense,3,0
5,2007-06-10,America-RN,Corinthians,Corinthians,1,2
5,2007-06-10,Athletico-PR,Goias,Goias,0,3
5,2007-06-10,Sao Paulo,Atletico-MG,Atletico-MG,0,1
5,2007-06-10,Internacional,Santos,Internacional,1,0
5,2007-06-10,Cruzeiro,Juventude,Juventude,2,3
12,2007-06-14,Botafogo-RJ,Vasco,Botafogo-RJ,4,0
6,2007-06-16,Gremio,Cruzeiro,Cruzeiro,0,2
6,2007-06-16,Flamengo,Internacional,-,2,2
6,2007-06-16,Corinthians,Parana,-,0,0
6,2007-06-17,Atletico-MG,Figueirense,Atletico-MG,4,1
6,2007-06-17,Athletico-PR,Fluminense,-,1,1
6,2007-06-17,Sao Paulo,Vasco,Sao Paulo,2,0
6,2007-06-17,Goias,Palmeiras,Goias,3,1
6,2007-06-17,Botafogo-RJ,Nautico,Botafogo-RJ,3,1
6,2007-06-17,Sport,America-RN,-,2,2
6,2007-06-17,Juventude,Santos,Santos,0,2
7,2007-06-23,Parana,Sport,Parana,1,0
7,2007-06-23,Juventude,Figueirense,-,1,1
7,2007-06-24,Santos,Sao Paulo,Sao Paulo,0,2
7,2007-06-24,Cruzeiro,Atletico-MG,Cruzeiro,4,2
7,2007-06-24,Palmeiras,Athletico-PR,Athletico-PR,0,2
7,2007-06-24,America-RN,Fluminense,Fluminense,0,1
7,2007-06-24,Internacional,Gremio,Gremio,0,2
7,2007-06-24,Nautico,Goias,Goias,0,2
8,2007-06-28,Figueirense,Sao Paulo,-,0,0
8,2007-06-28,Sport,Nautico,Sport,4,1
8,2007-06-30,Santos,Gremio,-,0,0
8,2007-06-30,Cruzeiro,Vasco,Cruzeiro,3,1
8,2007-06-30,America-RN,Goias,Goias,0,3
8,2007-06-30,Internacional,Atletico-MG,-,1,1
8,2007-06-30,Parana,Athletico-PR,-,2,2
8,2007-06-30,Fluminense,Botafogo-RJ,Botafogo-RJ,1,2
8,2007-06-30,Corinthians,Palmeiras,Palmeiras,0,1
9,2007-07-03,Palmeiras,America-RN,Palmeiras,2,0
9,2007-07-03,Sao Paulo,Internacional,Sao Paulo,1,0
9,2007-07-03,Figueirense,Cruzeiro,Figueirense,2,1
9,2007-07-03,Gremio,Juventude,Gremio,3,1
9,2007-07-03,Athletico-PR,Nautico,-,1,1
9,2007-07-03,Fluminense,Parana,-,0,0
9,2007-07-03,Goias,Botafogo-RJ,-,1,1
9,2007-07-04,Sport,Corinthians,Sport,2,1
9,2007-07-04,Atletico-MG,Flamengo,-,1,1
9,2007-07-04,Vasco,Santos,Vasco,4,0
10,2007-07-06,Parana,America-RN,America-RN,0,1
10,2007-07-07,Santos,Cruzeiro,Santos,4,1
10,2007-07-07,Corinthians,Fluminense,-,1,1
10,2007-07-07,Atletico-MG,Gremio,Gremio,0,1
10,2007-07-07,Botafogo-RJ,Athletico-PR,Botafogo-RJ,2,0
10,2007-07-07,Goias,Sport,Goias,3,2
10,2007-07-07,Internacional,Figueirense,Internacional,2,1
10,2007-07-07,Nautico,Palmeiras,Palmeiras,0,1
10,2007-07-07,Juventude,Vasco,Juventude,2,0
29,2007-07-07,Sao Paulo,Flamengo,-,0,0
11,2007-07-12,Parana,Figueirense,Figueirense,1,2
11,2007-07-12,Juventude,Nautico,-,1,1
11,2007-07-12,Vasco,Athletico-PR,Vasco,1,0
11,2007-07-14,Santos,Botafogo-RJ,Santos,3,0
11,2007-07-14,Sport,Atletico-MG,Sport,2,0
11,2007-07-14,Gremio,Palmeiras,-,1,1
11,2007-07-14,Cruzeiro,Goias,Cruzeiro,2,1
11,2007-07-14,America-RN,Internacional,Internacional,1,2
11,2007-07-14,Corinthians,Sao Paulo,-,1,1
12,2007-07-18,Figueirense,Sport,Sport,0,1
12,2007-07-18,Atletico-MG,America-RN,Atletico-MG,4,1
12,2007-07-18,Athletico-PR,Juventude,Athletico-PR,4,0
12,2007-07-18,Internacional,Corinthians,Internacional,3,0
12,2007-07-18,Nautico,Cruzeiro,Cruzeiro,1,4
12,2007-07-18,Sao Paulo,Fluminense,Fluminense,0,1
12,2007-07-19,Flamengo,Parana,Parana,1,2
12,2007-07-19,Goias,Gremio,-,0,0
12,2007-07-19,Palmeiras,Santos,-,2,2
14,2007-07-19,Botafogo-RJ,Juventude,Botafogo-RJ,3,1
14,2007-07-19,Atletico-MG,Fluminense,Atletico-MG,3,0
14,2007-07-19,Sao Paulo,Sport,Sao Paulo,3,1
13,2007-07-21,Juventude,Internacional,Juventude,2,0
13,2007-07-21,America-RN,Athletico-PR,America-RN,2,1
13,2007-07-21,Vasco,Atletico-MG,Vasco,4,0
13,2007-07-22,Corinthians,Nautico,Nautico,0,3
13,2007-07-22,Fluminense,Goias,Fluminense,3,0
13,2007-07-22,Gremio,Flamengo,Gremio,1,0
13,2007-07-22,Cruzeiro,Sao Paulo,Sao Paulo,1,2
13,2007-07-22,Parana,Palmeiras,Parana,1,0
13,2007-07-22,Sport,Botafogo-RJ,-,3,3
13,2007-07-22,Santos,Figueirense,Santos,3,1
14,2007-07-25,Athletico-PR,Cruzeiro,-,2,2
14,2007-07-25,Goias,Santos,Goias,1,0
14,2007-07-25,Nautico,Gremio,Gremio,0,2
14,2007-07-25,Flamengo,America-RN,Flamengo,3,1
14,2007-07-25,Palmeiras,Vasco,Palmeiras,3,2
14,2007-07-25,Figueirense,Corinthians,-,2,2
14,2007-07-25,Internacional,Parana,Internacional,1,0
15,2007-07-28,Santos,Nautico,Nautico,1,2
15,2007-07-28,Vasco,Goias,Vasco,4,1
15,2007-07-28,Gremio,Athletico-PR,-,1,1
15,2007-07-29,Corinthians,Flamengo,-,2,2
15,2007-07-29,Parana,Atletico-MG,Atletico-MG,1,3
15,2007-07-29,Juventude,Palmeiras,-,1,1
15,2007-07-29,Sport,Internacional,Internacional,1,5
15,2007-07-29,Cruzeiro,Botafogo-RJ,Cruzeiro,3,2
15,2007-07-29,America-RN,Sao Paulo,Sao Paulo,0,1
15,2007-07-29,Fluminense,Figueirense,-,1,1
16,2007-08-01,Nautico,Fluminense,-,0,0
16,2007-08-01,Goias,Parana,Goias,2,0
16,2007-08-01,Palmeiras,Sport,Sport,1,2
16,2007-08-01,Botafogo-RJ,America-RN,Botafogo-RJ,4,2
16,2007-08-01,Atletico-MG,Santos,Santos,1,2
16,2007-08-01,Athletico-PR,Corinthians,-,2,2
16,2007-08-01,Internacional,Vasco,Vasco,0,2
16,2007-08-02,Sao Paulo,Juventude,Sao Paulo,3,1
16,2007-08-02,Figueirense,Gremio,Figueirense,1,0
17,2007-08-04,Sport,Athletico-PR,Sport,3,2
17,2007-08-04,America-RN,Nautico,Nautico,1,5
17,2007-08-04,Corinthians,Goias,Corinthians,1,0
17,2007-08-05,Santos,Flamengo,Santos,3,0
17,2007-08-05,Cruzeiro,Internacional,Cruzeiro,3,2
17,2007-08-05,Fluminense,Palmeiras,Palmeiras,0,1
17,2007-08-05,Juventude,Atletico-MG,Atletico-MG,1,2
17,2007-08-05,Gremio,Sao Paulo,Sao Paulo,0,2
17,2007-08-05,Vasco,Figueirense,-,2,2
17,2007-08-05,Parana,Botafogo-RJ,-,0,0
18,2007-08-08,Cruzeiro,Sport,Cruzeiro,2,0
18,2007-08-08,Juventude,Fluminense,-,0,0
18,2007-08-08,Nautico,Figueirense,Nautico,4,2
18,2007-08-08,Goias,Atletico-MG,Goias,3,2
18,2007-08-08,Athletico-PR,Flamengo,Athletico-PR,2,0
18,2007-08-08,Botafogo-RJ,Sao Paulo,Sao Paulo,0,2
18,2007-08-09,Vasco,Corinthians,Vasco,2,0
18,2007-08-09,Gremio,America-RN,Gremio,3,0
18,2007-08-09,Palmeiras,Internacional,-,1,1
18,2007-08-09,Santos,Parana,Santos,2,0
19,2007-08-11,Sport,Juventude,Sport,3,0
19,2007-08-11,Sao Paulo,Athletico-PR,Sao Paulo,2,0
19,2007-08-11,Flamengo,Nautico,Flamengo,2,1
19,2007-08-12,Corinthians,Gremio,Corinthians,2,1
19,2007-08-12,Atletico-MG,Palmeiras,Palmeiras,1,2
19,2007-08-12,Figueirense,Botafogo-RJ,-,1,1
19,2007-08-12,Internacional,Goias,Internacional,1,0
19,2007-08-12,America-RN,Cruzeiro,Cruzeiro,1,2
19,2007-08-12,Fluminense,Santos,Fluminense,3,0
19,2007-08-12,Parana,Vasco,-,0,0
7,2007-08-15,Botafogo-RJ,Corinthians,Corinthians,2,3
11,2007-08-16,Fluminense,Flamengo,Flamengo,0,1
20,2007-08-18,Santos,Sport,Santos,2,0
20,2007-08-18,Athletico-PR,Figueirense,-,1,1
20,2007-08-18,Gremio,Parana,Gremio,2,0
20,2007-08-19,Palmeiras,Flamengo,Palmeiras,2,1
20,2007-08-19,Nautico,Atletico-MG,Atletico-MG,0,1
20,2007-08-19,Juventude,Corinthians,-,2,2
20,2007-08-19,Vasco,America-RN,Vasco,2,0
20,2007-08-19,Botafogo-RJ,Internacional,-,1,1
20,2007-08-19,Cruzeiro,Fluminense,Cruzeiro,4,2
20,2007-08-19,Goias,Sao Paulo,-,0,0
8,2007-08-23,Flamengo,Juventude,Flamengo,4,0
21,2007-08-25,Corinthians,Cruzeiro,Cruzeiro,0,3
21,2007-08-25,Fluminense,Gremio,-,1,1
21,2007-08-25,Internacional,Athletico-PR,Internacional,1,0
21,2007-08-26,Atletico-MG,Botafogo-RJ,Botafogo-RJ,1,2
21,2007-08-26,Sao Paulo,Nautico,Sao Paulo,5,0
21,2007-08-26,Parana,Juventude,Parana,3,1
21,2007-08-26,Figueirense,Palmeiras,Palmeiras,1,2
21,2007-08-26,America-RN,Santos,Santos,1,4
21,2007-08-26,Sport,Vasco,-,0,0
21,2007-08-26,Flamengo,Goias,Flamengo,3,1
22,2007-08-29,Parana,Cruzeiro,-,2,2
22,2007-08-29,Juventude,Goias,Juventude,2,0
22,2007-08-29,Botafogo-RJ,Flamengo,-,1,1
22,2007-08-29,Figueirense,America-RN,Figueirense,3,1
22,2007-08-29,Palmeiras,Sao Paulo,Sao Paulo,0,1
22,2007-08-29,Atletico-MG,Corinthians,Atletico-MG,5,2
22,2007-08-29,Sport,Gremio,Sport,2,0
22,2007-08-29,Internacional,Fluminense,Fluminense,1,4
22,2007-08-30,Santos,Athletico-PR,Santos,3,1
22,2007-08-30,Vasco,Nautico,Vasco,4,1
23,2007-09-01,Sao Paulo,Parana,Sao Paulo,6,0
23,2007-09-01,Flamengo,Sport,-,1,1
23,2007-09-01,America-RN,Juventude,Juventude,0,3
23,2007-09-02,Corinthians,Santos,Corinthians,2,0
23,2007-09-02,Cruzeiro,Palmeiras,Cruzeiro,5,0
23,2007-09-02,Athletico-PR,Atletico-MG,Athletico-PR,1,0
23,2007-09-02,Gremio,Botafogo-RJ,Gremio,3,0
23,2007-09-02,Goias,Figueirense,Goias,2,1
23,2007-09-02,Fluminense,Vasco,-,1,1
23,2007-09-02,Nautico,Internacional,-,1,1
24,2007-09-05,Corinthians,America-RN,Corinthians,1,0
24,2007-09-05,Goias,Athletico-PR,Athletico-PR,2,3
24,2007-09-05,Flamengo,Figueirense,Flamengo,4,1
24,2007-09-05,Juventude,Cruzeiro,Juventude,1,0
24,2007-09-05,Santos,Internacional,Santos,2,1
24,2007-09-05,Atletico-MG,Sao Paulo,-,0,0
24,2007-09-05,Gremio,Vasco,Gremio,3,1
24,2007-09-06,Parana,Nautico,Nautico,2,4
24,2007-09-06,Botafogo-RJ,Palmeiras,-,1,1
24,2007-09-06,Sport,Fluminense,Fluminense,0,2
25,2007-09-08,Figueirense,Atletico-MG,Figueirense,2,1
25,2007-09-08,Internacional,Flamengo,Internacional,3,0
25,2007-09-08,Vasco,Sao Paulo,Sao Paulo,0,2
25,2007-09-08,Cruzeiro,Gremio,Cruzeiro,2,0
25,2007-09-08,Santos,Juventude,Santos,1,0
25,2007-09-09,Nautico,Botafogo-RJ,Nautico,4,1
25,2007-09-09,Parana,Corinthians,Parana,1,0
25,2007-09-09,Fluminense,Athletico-PR,Fluminense,2,0
25,2007-09-09,America-RN,Sport,-,1,1
25,2007-09-09,Palmeiras,Goias,Palmeiras,2,0
16,2007-09-12,Flamengo,Cruzeiro,Flamengo,3,1
26,2007-09-15,Goias,Nautico,Nautico,0,3
26,2007-09-15,Fluminense,America-RN,Fluminense,2,0
26,2007-09-15,Sao Paulo,Santos,Sao Paulo,2,1
26,2007-09-16,Corinthians,Botafogo-RJ,Botafogo-RJ,0,1
26,2007-09-16,Athletico-PR,Palmeiras,Athletico-PR,2,1
26,2007-09-16,Sport,Parana,Sport,3,1
26,2007-09-16,Atletico-MG,Cruzeiro,Cruzeiro,3,4
26,2007-09-16,Figueirense,Juventude,Figueirense,4,1
26,2007-09-16,Flamengo,Vasco,-,1,1
26,2007-09-16,Gremio,Internacional,Gremio,1,0
27,2007-09-22,Sao Paulo,Figueirense,Sao Paulo,2,0
27,2007-09-22,Gremio,Santos,Gremio,1,0
27,2007-09-22,Goias,America-RN,-,1,1
27,2007-09-23,Juventude,Flamengo,-,2,2
27,2007-09-23,Nautico,Sport,Nautico,2,0
27,2007-09-23,Palmeiras,Corinthians,Palmeiras,1,0
27,2007-09-23,Atletico-MG,Internacional,-,2,2
27,2007-09-23,Athletico-PR,Parana,Athletico-PR,2,1
27,2007-09-23,Botafogo-RJ,Fluminense,Fluminense,0,2
27,2007-09-23,Vasco,Cruzeiro,Cruzeiro,0,2
28,2007-09-29,Nautico,Athletico-PR,Nautico,5,0
28,2007-09-29,Corinthians,Sport,Sport,1,2
28,2007-09-29,Flamengo,Atletico-MG,Flamengo,1,0
28,2007-09-30,Santos,Vasco,Santos,1,0
28,2007-09-30,Botafogo-RJ,Goias,Goias,0,3
28,2007-09-30,Internacional,Sao Paulo,Sao Paulo,1,2
28,2007-09-30,Juventude,Gremio,Gremio,1,2
28,2007-09-30,Cruzeiro,Figueirense,Figueirense,1,2
28,2007-09-30,America-RN,Palmeiras,-,0,0
28,2007-09-30,Parana,Fluminense,Parana,3,1
29,2007-10-03,Palmeiras,Nautico,Palmeiras,2,1
29,2007-10-03,Sport,Goias,Sport,4,0
29,2007-10-03,Gremio,Atletico-MG,-,2,2
29,2007-10-03,Vasco,Juventude,Juventude,0,1
29,2007-10-03,Athletico-PR,Botafogo-RJ,Athletico-PR,2,0
29,2007-10-03,Fluminense,Corinthians,-,1,1
29,2007-10-03,Cruzeiro,Santos,Santos,0,1
10,2007-10-04,Flamengo,Sao Paulo,Flamengo,1,0
29,2007-10-04,America-RN,Parana,America-RN,3,2
29,2007-10-04,Figueirense,Internacional,-,0,0
30,2007-10-06,Palmeiras,Gremio,Palmeiras,2,0
30,2007-10-06,Botafogo-RJ,Santos,Santos,1,2
30,2007-10-06,Nautico,Juventude,Nautico,4,1
30,2007-10-07,Sao Paulo,Corinthians,Corinthians,0,1
30,2007-10-07,Athletico-PR,Vasco,Athletico-PR,1,0
30,2007-10-07,Atletico-MG,Sport,Atletico-MG,3,1
30,2007-10-07,Internacional,America-RN,Internacional,2,0
30,2007-10-07,Goias,Cruzeiro,-,0,0
30,2007-10-07,Figueirense,Parana,Figueirense,4,0
30,2007-10-07,Flamengo,Fluminense,Fluminense,0,2
31,2007-10-12,Sport,Figueirense,-,0,0
31,2007-10-12,Cruzeiro,Nautico,-,2,2
31,2007-10-12,Juventude,Athletico-PR,-,0,0
31,2007-10-13,Corinthians,Internacional,-,1,1
31,2007-10-13,Parana,Flamengo,Flamengo,0,1
31,2007-10-13,Fluminense,Sao Paulo,-,1,1
31,2007-10-13,America-RN,Atletico-MG,Atletico-MG,0,1
31,2007-10-13,Santos,Palmeiras,-,1,1
31,2007-10-13,Gremio,Goias,Gremio,2,1
31,2007-10-14,Vasco,Botafogo-RJ,Vasco,2,1
7,2007-10-18,Vasco,Flamengo,Flamengo,1,2
32,2007-10-20,Palmeiras,Parana,Palmeiras,3,0
32,2007-10-20,Goias,Fluminense,Goias,5,3
32,2007-10-20,Botafogo-RJ,Sport,Botafogo-RJ,3,1
32,2007-10-21,Nautico,Corinthians,Nautico,1,0
32,2007-10-21,Atletico-MG,Vasco,Atletico-MG,1,0
32,2007-10-21,Sao Paulo,Cruzeiro,Sao Paulo,1,0
32,2007-10-21,Athletico-PR,America-RN,Athletico-PR,2,0
32,2007-10-21,Figueirense,Santos,Figueirense,1,0
32,2007-10-21,Internacional,Juventude,Internacional,3,0
32,2007-10-21,Flamengo,Gremio,Flamengo,2,0
33,2007-10-27,Fluminense,Atletico-MG,-,1,1
33,2007-10-27,Cruzeiro,Athletico-PR,-,1,1
33,2007-10-27,Santos,Goias,Santos,3,0
33,2007-10-28,Sport,Sao Paulo,Sao Paulo,1,2
33,2007-10-28,America-RN,Flamengo,Flamengo,0,1
33,2007-10-28,Gremio,Nautico,Gremio,4,3
33,2007-10-28,Corinthians,Figueirense,Corinthians,2,1
33,2007-10-28,Parana,Internacional,Parana,1,0
33,2007-10-28,Juventude,Botafogo-RJ,-,1,1
33,2007-10-28,Vasco,Palmeiras,-,2,2
34,2007-10-31,Athletico-PR,Gremio,Athletico-PR,2,0
34,2007-10-31,Figueirense,Fluminense,Fluminense,0,2
34,2007-10-31,Atletico-MG,Parana,-,0,0
34,2007-10-31,Goias,Vasco,Vasco,2,3
34,2007-10-31,Nautico,Santos,Santos,1,2
34,2007-10-31,Flamengo,Corinthians,Flamengo,2,1
34,2007-10-31,Sao Paulo,America-RN,Sao Paulo,3,0
34,2007-11-01,Botafogo-RJ,Cruzeiro,Botafogo-RJ,4,1
34,2007-11-01,Palmeiras,Juventude,Juventude,0,1
34,2007-11-01,Internacional,Sport,-,0,0
35,2007-11-03,Parana,Goias,Parana,1,0
35,2007-11-03,Fluminense,Nautico,Fluminense,2,1
35,2007-11-03,Gremio,Figueirense,Figueirense,1,2
35,2007-11-04,Santos,Atletico-MG,-,2,2
35,2007-11-04,Cruzeiro,Flamengo,Cruzeiro,3,1
35,2007-11-04,Corinthians,Athletico-PR,-,2,2
35,2007-11-04,America-RN,Botafogo-RJ,-,1,1
35,2007-11-04,Sport,Palmeiras,Sport,3,1
35,2007-11-04,Vasco,Internacional,Internacional,1,2
35,2007-11-07,Juventude,Sao Paulo,Juventude,2,0
36,2007-11-10,Botafogo-RJ,Parana,Botafogo-RJ,3,2
36,2007-11-10,Nautico,America-RN,Nautico,4,0
36,2007-11-10,Internacional,Cruzeiro,Internacional,1,0
36,2007-11-11,Goias,Corinthians,-,1,1
36,2007-11-11,Figueirense,Vasco,-,3,3
36,2007-11-11,Athletico-PR,Sport,-,0,0
36,2007-11-11,Atletico-MG,Juventude,Atletico-MG,4,1
36,2007-11-11,Sao Paulo,Gremio,Sao Paulo,1,0
